code,postal_old,postal_new,pref_kana,address1_kana,address2_kana,pref,address1,address2,is_multi_code,is_koaza,is_choume,is_multi_place,is_updated,update_reason
08216,31902,3190201,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｶﾐｺﾞｳ,茨城県,笠間市,上郷,0,0,0,0,0,0
08216,31902,3190202,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｼﾓｺﾞｳ,茨城県,笠間市,下郷,0,0,0,0,0,0
08216,31902,3190203,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ﾖｼｵｶ,茨城県,笠間市,吉岡,0,0,0,0,0,0
08216,31902,3190204,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ﾊｼﾞ,茨城県,笠間市,土師,0,0,0,0,0,0
08216,31902,3190205,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｵｼﾉﾍﾞ,茨城県,笠間市,押辺,0,0,0,0,0,0
08216,31902,3190206,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｱｺﾞ,茨城県,笠間市,安居,0,0,0,0,0,0
08216,31902,3190207,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ﾌｸｼﾏ,茨城県,笠間市,福島,0,0,0,0,0,0
08216,31902,3190208,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｲﾁﾉﾔ,茨城県,笠間市,市野谷,0,0,0,0,0,0
08216,31902,3190209,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｲｽﾞﾐ,茨城県,笠間市,泉,0,0,0,0,0,0
08216,31902,3190211,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,ｲｽﾞﾐｲﾁﾉﾔｲﾘｱｲﾁ,茨城県,笠間市,泉市野谷入会地,0,0,0,0,0,0
